,date,time,current_team,opponent,game_result,team_score,opp_score,spread_result,spread,ou_result,ou_line,year
332,2014-12-7,4:04,BAL,DEN,L,17,24,W,9.5,U,47.5,2014
333,2014-12-14,1:02,BAL,GBP,W,21,13,W,4.0,U,50,2014
334,2014-12-21,4:25,BAL,LVR,L,24,26,L,-6.5,O,42,2014
335,2014-12-28,1:02,BAL,NWE,W,17,9,W,6.5,U,44,2014
336,2013-09-8,1:02,BAL,NWE,L,21,23,W,10.5,U,50.5,2013
337,2013-09-15,1:02,BAL,CAR,W,24,23,W,3.5,O,43.5,2013
338,2013-09-22,4:25,BAL,NYJ,L,20,27,L,2.5,O,41,2013
339,2013-09-29,1:02,BAL,BAL,W,23,20,W,4.0,U,45,2013
340,2013-10-3,8:28,BAL,CLE,L,24,37,L,4.0,O,40.5,2013
341,2013-10-13,1:02,BAL,CIN,L,24,27,W,6.0,O,41,2013
342,2013-10-20,1:02,BAL,MIA,W,23,21,W,6.5,O,43.5,2013
343,2013-10-27,1:02,BAL,NOS,L,17,35,L,10.5,O,48.5,2013
344,2013-11-3,1:02,BAL,KAN,L,13,23,L,4.5,U,40.5,2013
345,2013-11-10,1:02,BAL,PIT,L,10,23,L,2.5,U,42.5,2013
346,2013-11-17,1:02,BAL,NYJ,W,37,14,W,2.0,O,39.5,2013
347,2013-12-1,4:04,BAL,ATL,L,31,34,L,-4.5,O,48,2013
348,2013-12-8,1:02,BAL,TBB,L,6,27,L,2.5,U,42.5,2013
349,2013-12-15,1:02,BAL,JAX,W,27,20,W,-4.0,O,43,2013
350,2013-12-22,1:02,BAL,MIA,W,19,0,W,1.5,U,42,2013
351,2013-12-29,4:25,BAL,NWE,L,20,34,L,7.0,O,46.5,2013
352,2012-09-9,1:02,BAL,NYJ,L,28,48,L,3.0,O,39,2012
353,2012-09-16,1:02,BAL,KAN,W,35,17,W,-3.0,O,45,2012
354,2012-09-23,1:02,BAL,CLE,W,24,14,W,-3.0,U,45,2012
355,2012-09-30,1:02,BAL,NWE,L,28,52,L,4.5,O,48.5,2012
356,2012-10-7,4:25,BAL,SFF,L,3,45,L,10.0,O,45,2012
357,2012-10-14,4:04,BAL,ARI,W,19,16,W,5.0,U,44,2012
358,2012-10-21,1:02,BAL,TEN,L,34,35,L,-4.5,O,46.5,2012
359,2012-11-4,1:02,BAL,HOU,L,9,21,L,11.5,U,48,2012
360,2012-11-11,1:02,BAL,NWE,L,31,37,W,13.5,O,54,2012
361,2012-11-15,8:28,BAL,MIA,W,19,14,W,-2.5,U,46,2012
362,2012-11-25,1:02,BAL,IND,L,13,20,L,3.0,U,51.5,2012
363,2012-12-2,1:02,BAL,JAX,W,34,18,W,-6.0,O,42,2012
364,2012-12-9,1:02,BAL,LAR,L,12,15,L,-3.0,U,42.5,2012
365,2012-12-16,4:04,BAL,SEA,L,17,50,L,5.0,O,44,2012
366,2012-12-23,1:02,BAL,MIA,L,10,24,L,5.0,U,43,2012
367,2012-12-30,1:02,BAL,NYJ,W,28,9,W,-3.5,U,41,2012
368,2011-09-11,1:06,BAL,KAN,W,41,7,W,3.5,O,40,2011
369,2011-09-18,1:02,BAL,LVR,W,38,35,L,-4.0,O,41,2011
370,2011-09-25,1:02,BAL,NWE,W,34,31,W,7.5,O,54.5,2011
371,2011-10-2,1:02,BAL,CIN,L,20,23,L,-3.0,P,43,2011
372,2011-10-9,1:04,BAL,PHI,W,31,24,W,3.0,O,53,2011
373,2011-10-16,1:02,BAL,NYG,L,24,27,P,3.0,O,49,2011
374,2011-10-30,4:04,BAL,WAS,W,23,0,W,-4.0,U,46.5,2011
375,2011-11-6,1:02,BAL,NYJ,L,11,27,L,-2.5,U,45,2011
376,2011-11-13,1:02,BAL,DAL,L,7,44,L,4.5,O,49,2011
377,2011-11-20,1:02,BAL,MIA,L,8,35,L,3.0,U,44,2011
378,2011-11-27,1:02,BAL,NYJ,L,24,28,W,9.5,O,42.5,2011
379,2011-12-4,1:02,BAL,TEN,L,17,23,L,-1.0,U,44,2011
380,2011-12-11,4:15,BAL,LAC,L,10,37,L,7.0,U,49,2011
381,2011-12-18,1:02,BAL,MIA,L,23,30,L,-1.5,O,40.5,2011
382,2011-12-24,1:02,BAL,DEN,W,40,14,W,3.0,O,43.5,2011
383,2012-01-1,1:02,BAL,NWE,L,21,49,L,10.0,O,50,2012
384,2010-09-12,1:02,BAL,MIA,L,10,15,L,3.0,U,39,2010
385,2010-09-19,1:02,BAL,GBP,L,7,34,L,13.0,U,43,2010
386,2010-09-26,1:02,BAL,NWE,L,30,38,W,14.5,O,43,2010
387,2010-10-3,1:02,BAL,NYJ,L,14,38,L,6.0,O,37,2010
388,2010-10-10,1:02,BAL,JAX,L,26,36,L,-2.5,O,41.5,2010
389,2010-10-24,1:02,BAL,BAL,L,34,37,W,12.5,O,40,2010
390,2010-10-31,1:08,BAL,KAN,L,10,13,W,7.0,U,46,2010
391,2010-11-7,1:02,BAL,CHI,L,19,22,P,3.0,U,41.5,2010
392,2010-11-14,1:02,BAL,DET,W,14,12,W,-1.5,U,45,2010
393,2010-11-21,1:02,BAL,CIN,W,49,31,W,4.0,O,41,2010
394,2010-11-28,1:02,BAL,PIT,L,16,19,W,7.0,U,44,2010
395,2010-12-5,1:05,BAL,MIN,L,14,38,L,5.0,O,44,2010
396,2010-12-12,1:02,BAL,CLE,W,13,6,W,0.0,U,39,2010
397,2010-12-19,1:02,BAL,MIA,W,17,14,W,5.5,U,40,2010
398,2010-12-26,1:02,BAL,NWE,L,3,34,L,9.0,U,45.5,2010
399,2011-01-2,1:02,BAL,NYJ,L,7,38,L,1.5,O,38,2011
400,2021-09-12,1:00,HOU,PIT,L,16,23,L,-6.5,U,48.5,2021
401,2021-09-19,1:00,HOU,MIA,W,35,0,W,-3.5,U,47.5,2021
402,2021-09-26,1:00,HOU,WAS,W,43,21,W,-7.0,O,45.5,2021
403,2021-10-3,1:00,HOU,HOU,W,40,0,W,-17.5,U,47,2021
404,2021-10-10,8:20,HOU,KAN,W,38,20,W,2.5,O,56.5,2021
405,2021-10-18,8:15,HOU,TEN,L,31,34,L,-6.0,O,53.5,2021
406,2021-10-31,1:00,HOU,MIA,W,26,11,W,-14.0,U,49,2021
407,2021-11-7,1:00,HOU,JAX,L,6,9,L,-14.5,U,48.5,2021
408,2021-11-14,1:00,HOU,NYJ,W,45,17,W,-13.0,O,47.5,2021
409,2021-11-21,1:00,HOU,IND,L,15,41,L,-7.0,O,49.5,2021
410,2021-11-25,8:20,HOU,NOS,W,31,6,W,-6.5,U,45,2021
411,2021-12-6,8:15,HOU,NWE,L,10,14,L,-2.5,U,41,2021
412,2021-12-12,4:25,HOU,TBB,L,27,33,L,3.5,O,54.5,2021
413,2021-12-19,1:00,HOU,CAR,W,31,14,W,-14.5,O,43,2021
414,2021-12-26,1:00,HOU,NWE,W,33,21,W,1.5,O,43.5,2021
415,2022-01-2,1:00,HOU,ATL,W,29,15,L,-14.5,P,44,2022
416,2022-01-9,1:00,HOU,NYJ,W,27,10,W,-16.5,U,40.5,2022
417,2022-01-15,8:15,HOU,NWE,W,47,17,W,-4.0,O,44,2022
418,2022-01-23,6:30,HOU,KAN,L,36,42,L,2.0,O,54.5,2022
419,2020-09-13,1:00,HOU,NYJ,W,27,17,W,-6.5,O,39.5,2020
420,2020-09-20,1:00,HOU,MIA,W,31,28,L,-5.5,O,42.5,2020
421,2020-09-27,1:00,HOU,LAR,W,35,32,W,-1.5,O,46.5,2020
422,2020-10-4,4:25,HOU,LVR,W,30,23,W,-3.0,P,53,2020
423,2020-10-13,7:00,HOU,TEN,L,16,42,L,-3.0,O,52,2020
424,2020-10-19,5:00,HOU,KAN,L,17,26,L,5.5,U,55,2020
425,2020-10-25,1:00,HOU,NYJ,W,18,10,L,-9.5,U,47,2020
426,2020-11-1,1:00,HOU,NWE,W,24,21,L,-4.0,O,41,2020
427,2020-11-8,1:00,HOU,SEA,W,44,34,W,3.0,O,55.5,2020
428,2020-11-15,4:04,HOU,ARI,L,30,32,W,3.0,O,56,2020
429,2020-11-29,1:00,HOU,LAC,W,27,17,W,-4.5,U,51.5,2020
430,2020-12-7,8:15,HOU,SFF,W,34,24,W,1.5,O,48,2020
431,2020-12-13,8:20,HOU,PIT,W,26,15,W,-2.0,U,48.5,2020
432,2020-12-19,4:30,HOU,DEN,W,48,19,W,-5.5,O,49,2020
433,2020-12-28,8:15,HOU,NWE,W,38,9,W,-7.0,U,47.5,2020
434,2021-01-3,1:00,HOU,MIA,W,56,26,W,3.5,O,43,2021
435,2021-01-9,1:05,HOU,IND,W,27,24,L,-7.0,O,50.5,2021
436,2021-01-16,8:15,HOU,BAL,W,17,3,W,-2.5,U,49.5,2021
437,2021-01-24,6:40,HOU,KAN,L,24,38,L,3.0,O,55,2021
438,2019-09-8,1:00,HOU,NYJ,W,17,16,W,2.5,U,41,2019
439,2019-09-15,1:00,HOU,NYG,W,28,14,W,-1.0,U,44.5,2019
440,2019-09-22,1:00,HOU,CIN,W,21,17,L,-5.5,U,43.5,2019
441,2019-09-29,1:00,HOU,NWE,L,10,16,W,7.0,U,41.5,2019
442,2019-10-6,1:00,HOU,TEN,W,14,7,W,3.5,U,39.5,2019
443,2019-10-20,1:00,HOU,MIA,W,31,21,L,-17.0,O,42.5,2019
444,2019-10-27,1:00,HOU,PHI,L,13,31,L,-1.0,O,39.5,2019
445,2019-11-3,1:00,HOU,WAS,W,24,9,W,-10.5,U,37,2019
446,2019-11-10,1:00,HOU,CLE,L,16,19,P,3.0,U,42,2019
447,2019-11-17,1:00,HOU,MIA,W,37,20,W,-7.0,O,41.5,2019
448,2019-11-24,1:00,HOU,DEN,W,20,3,W,-3.5,U,37,2019
449,2019-11-28,4:30,HOU,DAL,W,26,15,W,6.5,U,46.5,2019
450,2019-12-8,1:00,HOU,BAL,L,17,24,L,6.5,U,44,2019
451,2019-12-15,8:20,HOU,PIT,W,17,10,W,1.0,U,37,2019
452,2019-12-21,4:30,HOU,NWE,L,17,24,P,7.0,O,38.5,2019
453,2019-12-29,1:00,HOU,NYJ,L,6,13,L,1.5,U,37,2019
454,2020-01-4,4:35,HOU,HOU,L,19,22,L,2.5,U,43,2020
455,2018-09-9,1:00,HOU,BAL,L,3,47,L,7.5,O,39,2018
456,2018-09-16,1:00,HOU,LAC,L,20,31,L,7.5,O,41.5,2018
457,2018-09-23,1:00,HOU,MIN,W,27,6,W,16.5,U,41,2018
458,2018-09-30,1:00,HOU,GBP,L,0,22,L,8.5,U,43.5,2018
459,2018-10-7,1:00,HOU,TEN,W,13,12,W,6.0,U,38.5,2018
460,2018-10-14,1:00,HOU,HOU,L,13,20,W,10.5,U,40.5,2018
461,2018-10-21,1:00,HOU,IND,L,5,37,L,7.0,U,43.5,2018
462,2018-10-29,8:15,HOU,NWE,L,6,25,L,13.5,U,44.5,2018
463,2018-11-4,1:00,HOU,CHI,L,9,41,L,10.5,O,38,2018
464,2018-11-11,1:00,HOU,NYJ,W,41,10,W,7.0,O,38,2018
465,2018-11-25,1:00,HOU,JAX,W,24,21,W,3.0,O,36.5,2018
466,2018-12-2,1:00,HOU,MIA,L,17,21,L,3.5,U,40,2018
467,2018-12-9,1:00,HOU,NYJ,L,23,27,L,-4.5,O,37,2018
468,2018-12-16,1:00,HOU,DET,W,14,13,L,-2.5,U,40,2018
469,2018-12-23,1:00,HOU,NWE,L,12,24,W,13.5,U,45,2018
470,2018-12-30,1:00,HOU,MIA,W,42,17,W,-5.5,O,39.5,2018
471,2017-09-10,1:00,HOU,NYJ,W,21,12,W,-7.0,U,42,2017
472,2017-09-17,1:00,HOU,CAR,L,3,9,W,6.5,U,43,2017
473,2017-09-24,1:00,HOU,DEN,W,26,16,W,3.5,O,40,2017
474,2017-10-1,1:00,HOU,ATL,W,23,17,W,8.0,U,48,2017
475,2017-10-8,1:00,HOU,CIN,L,16,20,L,3.0,U,39,2017
476,2017-10-22,1:00,HOU,TBB,W,30,27,P,-3.0,O,46.5,2017
477,2017-10-29,1:00,HOU,LVR,W,34,14,W,-2.0,O,47,2017
478,2017-11-2,8:24,HOU,NYJ,L,21,34,L,-3.0,O,42,2017
479,2017-11-12,1:00,HOU,NOS,L,10,47,L,2.0,O,48.5,2017
480,2017-11-19,4:04,HOU,LAC,L,24,54,L,7.0,O,41.5,2017
481,2017-11-26,1:00,HOU,KAN,W,16,10,W,8.5,U,47,2017
482,2017-12-3,1:00,HOU,NWE,L,3,23,L,7.5,U,48.5,2017
483,2017-12-10,1:00,HOU,IND,W,13,7,W,-3.5,U,36.5,2017
484,2017-12-17,1:00,HOU,MIA,W,24,16,W,-3.5,O,39.5,2017
485,2017-12-24,1:00,HOU,NWE,L,16,37,L,11.0,O,47.5,2017
486,2017-12-31,4:25,HOU,MIA,W,22,16,W,-2.5,U,41.5,2017
487,2018-01-7,1:05,HOU,JAX,L,3,10,W,8.0,U,39.5,2018
488,2016-09-11,1:04,HOU,BAL,L,7,13,L,3.0,U,44.5,2016
489,2016-09-15,8:26,HOU,NYJ,L,31,37,L,-1.0,O,40.5,2016
490,2016-09-25,1:02,HOU,ARI,W,33,18,W,5.0,O,48,2016
491,2016-10-2,1:02,HOU,NWE,W,16,0,W,3.5,U,41,2016
492,2016-10-9,4:25,HOU,LAR,W,30,19,W,-2.5,O,41.5,2016
493,2016-10-16,1:02,HOU,SFF,W,45,16,W,-7.5,O,44,2016
494,2016-10-23,1:02,HOU,MIA,L,25,28,L,-2.5,O,46,2016
495,2016-10-30,1:02,HOU,NWE,L,25,41,L,5.5,O,48,2016
496,2016-11-7,8:30,HOU,SEA,L,25,31,L,5.5,O,43.5,2016
497,2016-11-20,1:00,HOU,CIN,W,16,12,W,2.5,U,48,2016
498,2016-11-27,1:00,HOU,JAX,W,28,21,L,-8.5,O,43.5,2016
499,2016-12-4,4:04,HOU,LVR,L,24,38,L,3.0,O,48.5,2016
500,2016-12-11,1:00,HOU,PIT,L,20,27,L,1.0,O,45.5,2016
501,2016-12-18,1:00,HOU,CLE,W,33,13,W,-10.5,O,43,2016
502,2016-12-24,1:00,HOU,MIA,L,31,34,L,-4.5,O,44.5,2016
503,2017-01-1,1:00,HOU,NYJ,L,10,30,L,-3.5,U,43,2017
504,2015-09-13,1:02,HOU,IND,W,27,14,W,2.5,U,45,2015
505,2015-09-20,1:02,HOU,NWE,L,32,40,L,1.0,O,44,2015
506,2015-09-27,4:25,HOU,MIA,W,41,14,W,2.5,O,41.5,2015
507,2015-10-4,1:02,HOU,NYG,L,10,24,L,-5.5,U,45.5,2015
508,2015-10-11,1:02,HOU,TEN,W,14,13,P,-1.0,U,42,2015
509,2015-10-18,1:02,HOU,CIN,L,21,34,L,3.0,O,43,2015
510,2015-10-25,8:35,HOU,JAX,L,31,34,L,-4.0,O,41,2015
511,2015-11-8,1:02,HOU,MIA,W,33,17,W,-3.0,O,44,2015
512,2015-11-12,8:26,HOU,NYJ,W,22,17,W,2.5,U,42.5,2015
513,2015-11-23,8:30,HOU,NWE,L,13,20,P,7.0,U,48,2015
514,2015-11-29,1:02,HOU,KAN,L,22,30,L,5.5,O,41.5,2015
515,2015-12-6,1:02,HOU,HOU,W,30,21,W,-3.5,O,41.5,2015
516,2015-12-13,1:00,HOU,PHI,L,20,23,L,1.0,U,47,2015
517,2015-12-20,1:02,HOU,WAS,L,25,35,L,-2.5,O,44,2015
518,2015-12-27,1:02,HOU,DAL,W,16,6,W,-6.5,U,42,2015
519,2016-01-3,1:02,HOU,NYJ,W,22,17,W,3.0,U,42,2016
520,2014-09-7,1:00,HOU,CHI,W,23,20,W,7.0,U,47,2014
521,2014-09-14,1:02,HOU,MIA,W,29,10,W,-1.5,U,42.5,2014
522,2014-09-21,1:02,HOU,LAC,L,10,22,L,-2.5,U,45.5,2014
523,2014-09-28,1:02,HOU,HOU,L,17,23,L,3.0,U,42.5,2014
524,2014-10-5,1:02,HOU,DET,W,17,14,W,6.5,U,43,2014
525,2014-10-12,1:02,HOU,NWE,L,22,37,L,-1.0,O,44,2014
526,2014-10-19,1:02,HOU,MIN,W,17,16,L,-6.5,U,43.5,2014
527,2014-10-26,1:02,HOU,NYJ,W,43,23,W,3.0,O,40.5,2014
528,2014-11-9,1:02,HOU,KAN,L,13,17,L,-1.5,U,42,2014
529,2014-11-13,8:26,HOU,MIA,L,9,22,L,5.0,U,42,2014
530,2014-11-24,7:05,HOU,NYJ,W,38,3,W,-2.5,U,42.5,2014
531,2014-11-30,1:02,HOU,CLE,W,26,10,W,-3.0,U,42,2014
532,2014-12-7,4:04,HOU,DEN,L,17,24,W,9.5,U,47.5,2014
533,2014-12-14,1:02,HOU,GBP,W,21,13,W,4.0,U,50,2014
534,2014-12-21,4:25,HOU,LVR,L,24,26,L,-6.5,O,42,2014
535,2014-12-28,1:02,HOU,NWE,W,17,9,W,6.5,U,44,2014
536,2013-09-8,1:02,HOU,NWE,L,21,23,W,10.5,U,50.5,2013
537,2013-09-15,1:02,HOU,CAR,W,24,23,W,3.5,O,43.5,2013
538,2013-09-22,4:25,HOU,NYJ,L,20,27,L,2.5,O,41,2013
539,2013-09-29,1:02,HOU,BAL,W,23,20,W,4.0,U,45,2013
540,2013-10-3,8:28,HOU,CLE,L,24,37,L,4.0,O,40.5,2013
541,2013-10-13,1:02,HOU,CIN,L,24,27,W,6.0,O,41,2013
542,2013-10-20,1:02,HOU,MIA,W,23,21,W,6.5,O,43.5,2013
543,2013-10-27,1:02,HOU,NOS,L,17,35,L,10.5,O,48.5,2013
544,2013-11-3,1:02,HOU,KAN,L,13,23,L,4.5,U,40.5,2013
545,2013-11-10,1:02,HOU,PIT,L,10,23,L,2.5,U,42.5,2013
546,2013-11-17,1:02,HOU,NYJ,W,37,14,W,2.0,O,39.5,2013
547,2013-12-1,4:04,HOU,ATL,L,31,34,L,-4.5,O,48,2013
548,2013-12-8,1:02,HOU,TBB,L,6,27,L,2.5,U,42.5,2013
549,2013-12-15,1:02,HOU,JAX,W,27,20,W,-4.0,O,43,2013
550,2013-12-22,1:02,HOU,MIA,W,19,0,W,1.5,U,42,2013
551,2013-12-29,4:25,HOU,NWE,L,20,34,L,7.0,O,46.5,2013
552,2012-09-9,1:02,HOU,NYJ,L,28,48,L,3.0,O,39,2012
553,2012-09-16,1:02,HOU,KAN,W,35,17,W,-3.0,O,45,2012
554,2012-09-23,1:02,HOU,CLE,W,24,14,W,-3.0,U,45,2012
555,2012-09-30,1:02,HOU,NWE,L,28,52,L,4.5,O,48.5,2012
556,2012-10-7,4:25,HOU,SFF,L,3,45,L,10.0,O,45,2012
557,2012-10-14,4:04,HOU,ARI,W,19,16,W,5.0,U,44,2012
558,2012-10-21,1:02,HOU,TEN,L,34,35,L,-4.5,O,46.5,2012
559,2012-11-4,1:02,HOU,HOU,L,9,21,L,11.5,U,48,2012
560,2012-11-11,1:02,HOU,NWE,L,31,37,W,13.5,O,54,2012
561,2012-11-15,8:28,HOU,MIA,W,19,14,W,-2.5,U,46,2012
562,2012-11-25,1:02,HOU,IND,L,13,20,L,3.0,U,51.5,2012
563,2012-12-2,1:02,HOU,JAX,W,34,18,W,-6.0,O,42,2012
564,2012-12-9,1:02,HOU,LAR,L,12,15,L,-3.0,U,42.5,2012
565,2012-12-16,4:04,HOU,SEA,L,17,50,L,5.0,O,44,2012
566,2012-12-23,1:02,HOU,MIA,L,10,24,L,5.0,U,43,2012
567,2012-12-30,1:02,HOU,NYJ,W,28,9,W,-3.5,U,41,2012
568,2011-09-11,1:06,HOU,KAN,W,41,7,W,3.5,O,40,2011
569,2011-09-18,1:02,HOU,LVR,W,38,35,L,-4.0,O,41,2011
570,2011-09-25,1:02,HOU,NWE,W,34,31,W,7.5,O,54.5,2011
571,2011-10-2,1:02,HOU,CIN,L,20,23,L,-3.0,P,43,2011
572,2011-10-9,1:04,HOU,PHI,W,31,24,W,3.0,O,53,2011
573,2011-10-16,1:02,HOU,NYG,L,24,27,P,3.0,O,49,2011
574,2011-10-30,4:04,HOU,WAS,W,23,0,W,-4.0,U,46.5,2011
575,2011-11-6,1:02,HOU,NYJ,L,11,27,L,-2.5,U,45,2011
576,2011-11-13,1:02,HOU,DAL,L,7,44,L,4.5,O,49,2011
577,2011-11-20,1:02,HOU,MIA,L,8,35,L,3.0,U,44,2011
578,2011-11-27,1:02,HOU,NYJ,L,24,28,W,9.5,O,42.5,2011
579,2011-12-4,1:02,HOU,TEN,L,17,23,L,-1.0,U,44,2011
580,2011-12-11,4:15,HOU,LAC,L,10,37,L,7.0,U,49,2011
581,2011-12-18,1:02,HOU,MIA,L,23,30,L,-1.5,O,40.5,2011
582,2011-12-24,1:02,HOU,DEN,W,40,14,W,3.0,O,43.5,2011
583,2012-01-1,1:02,HOU,NWE,L,21,49,L,10.0,O,50,2012
584,2010-09-12,1:02,HOU,MIA,L,10,15,L,3.0,U,39,2010
585,2010-09-19,1:02,HOU,GBP,L,7,34,L,13.0,U,43,2010
586,2010-09-26,1:02,HOU,NWE,L,30,38,W,14.5,O,43,2010
587,2010-10-3,1:02,HOU,NYJ,L,14,38,L,6.0,O,37,2010
588,2010-10-10,1:02,HOU,JAX,L,26,36,L,-2.5,O,41.5,2010
589,2010-10-24,1:02,HOU,BAL,L,34,37,W,12.5,O,40,2010
590,2010-10-31,1:08,HOU,KAN,L,10,13,W,7.0,U,46,2010
591,2010-11-7,1:02,HOU,CHI,L,19,22,P,3.0,U,41.5,2010
592,2010-11-14,1:02,HOU,DET,W,14,12,W,-1.5,U,45,2010
593,2010-11-21,1:02,HOU,CIN,W,49,31,W,4.0,O,41,2010
594,2010-11-28,1:02,HOU,PIT,L,16,19,W,7.0,U,44,2010
595,2010-12-5,1:05,HOU,MIN,L,14,38,L,5.0,O,44,2010
596,2010-12-12,1:02,HOU,CLE,W,13,6,W,0.0,U,39,2010
597,2010-12-19,1:02,HOU,MIA,W,17,14,W,5.5,U,40,2010
598,2010-12-26,1:02,HOU,NWE,L,3,34,L,9.0,U,45.5,2010
599,2011-01-2,1:02,HOU,NYJ,L,7,38,L,1.5,O,38,2011
600,2021-09-12,1:00,DEN,PIT,L,16,23,L,-6.5,U,48.5,2021
601,2021-09-19,1:00,DEN,MIA,W,35,0,W,-3.5,U,47.5,2021
602,2021-09-26,1:00,DEN,WAS,W,43,21,W,-7.0,O,45.5,2021
603,2021-10-3,1:00,DEN,HOU,W,40,0,W,-17.5,U,47,2021
604,2021-10-10,8:20,DEN,KAN,W,38,20,W,2.5,O,56.5,2021
605,2021-10-18,8:15,DEN,TEN,L,31,34,L,-6.0,O,53.5,2021
606,2021-10-31,1:00,DEN,MIA,W,26,11,W,-14.0,U,49,2021
607,2021-11-7,1:00,DEN,JAX,L,6,9,L,-14.5,U,48.5,2021
608,2021-11-14,1:00,DEN,NYJ,W,45,17,W,-13.0,O,47.5,2021
609,2021-11-21,1:00,DEN,IND,L,15,41,L,-7.0,O,49.5,2021
610,2021-11-25,8:20,DEN,NOS,W,31,6,W,-6.5,U,45,2021
611,2021-12-6,8:15,DEN,NWE,L,10,14,L,-2.5,U,41,2021
612,2021-12-12,4:25,DEN,TBB,L,27,33,L,3.5,O,54.5,2021
613,2021-12-19,1:00,DEN,CAR,W,31,14,W,-14.5,O,43,2021
614,2021-12-26,1:00,DEN,NWE,W,33,21,W,1.5,O,43.5,2021
615,2022-01-2,1:00,DEN,ATL,W,29,15,L,-14.5,P,44,2022
616,2022-01-9,1:00,DEN,NYJ,W,27,10,W,-16.5,U,40.5,2022
617,2022-01-15,8:15,DEN,NWE,W,47,17,W,-4.0,O,44,2022
618,2022-01-23,6:30,DEN,KAN,L,36,42,L,2.0,O,54.5,2022
619,2020-09-13,1:00,DEN,NYJ,W,27,17,W,-6.5,O,39.5,2020
620,2020-09-20,1:00,DEN,MIA,W,31,28,L,-5.5,O,42.5,2020
621,2020-09-27,1:00,DEN,LAR,W,35,32,W,-1.5,O,46.5,2020
622,2020-10-4,4:25,DEN,LVR,W,30,23,W,-3.0,P,53,2020
623,2020-10-13,7:00,DEN,TEN,L,16,42,L,-3.0,O,52,2020
624,2020-10-19,5:00,DEN,KAN,L,17,26,L,5.5,U,55,2020
625,2020-10-25,1:00,DEN,NYJ,W,18,10,L,-9.5,U,47,2020
626,2020-11-1,1:00,DEN,NWE,W,24,21,L,-4.0,O,41,2020
627,2020-11-8,1:00,DEN,SEA,W,44,34,W,3.0,O,55.5,2020
628,2020-11-15,4:04,DEN,ARI,L,30,32,W,3.0,O,56,2020
629,2020-11-29,1:00,DEN,LAC,W,27,17,W,-4.5,U,51.5,2020
630,2020-12-7,8:15,DEN,SFF,W,34,24,W,1.5,O,48,2020
631,2020-12-13,8:20,DEN,PIT,W,26,15,W,-2.0,U,48.5,2020
632,2020-12-19,4:30,DEN,DEN,W,48,19,W,-5.5,O,49,2020
633,2020-12-28,8:15,DEN,NWE,W,38,9,W,-7.0,U,47.5,2020
634,2021-01-3,1:00,DEN,MIA,W,56,26,W,3.5,O,43,2021
635,2021-01-9,1:05,DEN,IND,W,27,24,L,-7.0,O,50.5,2021
636,2021-01-16,8:15,DEN,BAL,W,17,3,W,-2.5,U,49.5,2021
637,2021-01-24,6:40,DEN,KAN,L,24,38,L,3.0,O,55,2021
638,2019-09-8,1:00,DEN,NYJ,W,17,16,W,2.5,U,41,2019
639,2019-09-15,1:00,DEN,NYG,W,28,14,W,-1.0,U,44.5,2019
640,2019-09-22,1:00,DEN,CIN,W,21,17,L,-5.5,U,43.5,2019
641,2019-09-29,1:00,DEN,NWE,L,10,16,W,7.0,U,41.5,2019
642,2019-10-6,1:00,DEN,TEN,W,14,7,W,3.5,U,39.5,2019
643,2019-10-20,1:00,DEN,MIA,W,31,21,L,-17.0,O,42.5,2019
644,2019-10-27,1:00,DEN,PHI,L,13,31,L,-1.0,O,39.5,2019
645,2019-11-3,1:00,DEN,WAS,W,24,9,W,-10.5,U,37,2019
646,2019-11-10,1:00,DEN,CLE,L,16,19,P,3.0,U,42,2019
647,2019-11-17,1:00,DEN,MIA,W,37,20,W,-7.0,O,41.5,2019
648,2019-11-24,1:00,DEN,DEN,W,20,3,W,-3.5,U,37,2019
649,2019-11-28,4:30,DEN,DAL,W,26,15,W,6.5,U,46.5,2019
650,2019-12-8,1:00,DEN,BAL,L,17,24,L,6.5,U,44,2019
651,2019-12-15,8:20,DEN,PIT,W,17,10,W,1.0,U,37,2019
652,2019-12-21,4:30,DEN,NWE,L,17,24,P,7.0,O,38.5,2019
653,2019-12-29,1:00,DEN,NYJ,L,6,13,L,1.5,U,37,2019
654,2020-01-4,4:35,DEN,HOU,L,19,22,L,2.5,U,43,2020
655,2018-09-9,1:00,DEN,BAL,L,3,47,L,7.5,O,39,2018
656,2018-09-16,1:00,DEN,LAC,L,20,31,L,7.5,O,41.5,2018
657,2018-09-23,1:00,DEN,MIN,W,27,6,W,16.5,U,41,2018
658,2018-09-30,1:00,DEN,GBP,L,0,22,L,8.5,U,43.5,2018
659,2018-10-7,1:00,DEN,TEN,W,13,12,W,6.0,U,38.5,2018
660,2018-10-14,1:00,DEN,HOU,L,13,20,W,10.5,U,40.5,2018
661,2018-10-21,1:00,DEN,IND,L,5,37,L,7.0,U,43.5,2018
662,2018-10-29,8:15,DEN,NWE,L,6,25,L,13.5,U,44.5,2018
663,2018-11-4,1:00,DEN,CHI,L,9,41,L,10.5,O,38,2018
664,2018-11-11,1:00,DEN,NYJ,W,41,10,W,7.0,O,38,2018
665,2018-11-25,1:00,DEN,JAX,W,24,21,W,3.0,O,36.5,2018
666,2018-12-2,1:00,DEN,MIA,L,17,21,L,3.5,U,40,2018
667,2018-12-9,1:00,DEN,NYJ,L,23,27,L,-4.5,O,37,2018
668,2018-12-16,1:00,DEN,DET,W,14,13,L,-2.5,U,40,2018
